university,department_code,course_number,title,description,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal
University of Tennessee Knoxville,AFST,233,Major Black Writers,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Sep 28, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,202,Introduction to African-American Studies,"Multidisciplinary approach to the African-American experience from the Civil War through the Civil Rights era which focuses on such topics as African-American rural and urban societies, the African-American church and education and African-American intellectual and protest movements.",False,False,False,False
University of Tennessee Knoxville,AFST,226,Introduction to Caribbean Literature,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Sep 18, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,235,Introduction to African Studies,"Multidisciplinary approach to the study of African traditions, cultures, religions, political economies, pre-colonial democracies, and states from the first through the 16th century. Writing-emphasis course.",False,False,False,False
University of Tennessee Knoxville,AFST,201,Introduction to African-American Studies,"Multidisciplinary approach to the African-American experience through the Civil War period which examines such issues as traditional African societies, the institution of slavery, the development of African-American culture, the beginnings of African-American protest tradition, and the Civil War and Reconstruction.",False,False,False,False
University of Tennessee Knoxville,AFST,236,Introduction to African Studies,"Multidisciplinary study of Africa and its incorporation into the world economy between the 16th and the 20th century. Includes the rise of nationalism, post-colonial dependency, contemporary problems, and current liberation struggles in various areas of the continent. Writing-emphasis course.",False,False,False,False
University of Tennessee Knoxville,AFST,315,The African Diaspora,(See Anthropology 315.),False,False,False,False
University of Tennessee Knoxville,AFST,319,Caribbean Cultures and Societies,(See Anthropology 319.),False,False,False,False
University of Tennessee Knoxville,AFST,310,Introduction to African-American Music,(See Musicology 310.),False,False,False,False
University of Tennessee Knoxville,AFST,335,African Literature,"Survey of the major works and issues in African literature from the mid ― 1960's to the present. Special emphasis placed on the refashioning of the English language to carry an identifiably African experience; focus on fiction and drama, applicable theory and critical terms. Writing-emphasis course.",False,False,False,False
University of Tennessee Knoxville,AFST,333,Black American Literature and Aesthetics,"Please enable Javascript for full functionality. Different browsers use different keystrokes to activate accesskey shortcuts. Please reference the following list to use access keys on your system. Alt and the accesskey, for Internet Explorer on Windows Shift and Alt and the accesskey, for Firefox on Windows Shift and Esc and the accesskey, for Windows or Mac Ctrl and the accesskey, for the following browsers on a Mac: Internet Explorer 5.2, Safari 1.2, Firefox, Mozilla, Netscape 6+. We use the following access keys on our gateway n Skip to Navigation k Accesskeys description h Help The University of Tennessee, Knoxville Calendars EVENT CALENDAR ACADEMIC CALENDAR ACADEMIC TIMETABLE KEY DATES Maps Interactive Archive A-Z A-E F-J K-O P-T U-Z People Finder CAMPUS DIRECTORY CHANCELLOR PROVOST VICE CHANCELLORS ACADEMIC DEANS E-mail TMAIL VOLMAIL LISTSERV ABOUT Logins MYUTK ONLINE@UT IRIS WEB ACCOUNTS PASSWORDS Libraries UNIVERSITY LIBRARIES AGRICULTURE & VET MED LAW MEDICAL MUSIC SOCIAL WORK SPACE INSTITUTE SPECIAL COLLECTIONS Admissions Academics Research life@ut Global Public Service Diversity Athletics Information for: Prospective Students Current Students Faculty and Staff Alumni and Friends Parents Community Contribute to a big idea. Give to UT. ABOUT UT History Administration Vision & Mission Traditions Knoxville Branding OUR INITIATIVES Vol Vision: Top 25 Civility & Community Switch Your Thinking Ready for the World CONTACT US Campus Information Emergency Web Team Media Relations ABOUT THIS SITE Accessibility Redesign Web Templates Office of Communications & Marketing Connect with us: Facebook Twitter YouTube iTunesU Flickr The University of Tennessee, Knoxville. Big Orange. Big Ideas. Knoxville, Tennessee 37996 | 865-974-1000 The flagship campus of the University of Tennessee System University of Tennessee, Knoxville 2009-2010 Undergraduate Catalog 2016-2017 Undergraduate Catalog 2015-2016 Graduate Catalog 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2014-20",True,False,False,False
University of Tennessee Knoxville,AFST,331,Race and Ethnicity in American Literature,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Sep 28, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,336,Caribbean Literature,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Dec 07, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,343,Race and Ethnicity,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Sep 18, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,352,African-American Religion in the United States,(See Religious Studies 352.),False,False,False,False
University of Tennessee Knoxville,AFST,225,Introduction to African Literature,"Survey of first wave of African literature up to the mid-1960&#8217;s; course discusses the major genres and emphasizes comparative, cross-cultural and cross-national approaches. Writing-emphasis course.",False,False,False,False
University of Tennessee Knoxville,AFST,372,African History,"Please enable Javascript for full functionality. Different browsers use different keystrokes to activate accesskey shortcuts. Please reference the following list to use access keys on your system. Alt and the accesskey, for Internet Explorer on Windows Shift and Alt and the accesskey, for Firefox on Windows Shift and Esc and the accesskey, for Windows or Mac Ctrl and the accesskey, for the following browsers on a Mac: Internet Explorer 5.2, Safari 1.2, Firefox, Mozilla, Netscape 6+. We use the following access keys on our gateway n Skip to Navigation k Accesskeys description h Help The University of Tennessee, Knoxville Calendars EVENT CALENDAR ACADEMIC CALENDAR ACADEMIC TIMETABLE KEY DATES Maps Interactive Archive A-Z A-E F-J K-O P-T U-Z People Finder CAMPUS DIRECTORY CHANCELLOR PROVOST VICE CHANCELLORS ACADEMIC DEANS E-mail TMAIL VOLMAIL LISTSERV ABOUT Logins MYUTK ONLINE@UT IRIS WEB ACCOUNTS PASSWORDS Libraries UNIVERSITY LIBRARIES AGRICULTURE & VET MED LAW MEDICAL MUSIC SOCIAL WORK SPACE INSTITUTE SPECIAL COLLECTIONS Admissions Academics Research life@ut Global Public Service Diversity Athletics Information for: Prospective Students Current Students Faculty and Staff Alumni and Friends Parents Community Contribute to a big idea. Give to UT. ABOUT UT History Administration Vision & Mission Traditions Knoxville Branding OUR INITIATIVES Vol Vision: Top 25 Civility & Community Switch Your Thinking Ready for the World CONTACT US Campus Information Emergency Web Team Media Relations ABOUT THIS SITE Accessibility Redesign Web Templates Office of Communications & Marketing Connect with us: Facebook Twitter YouTube iTunesU Flickr The University of Tennessee, Knoxville. Big Orange. Big Ideas. Knoxville, Tennessee 37996 | 865-974-1000 The flagship campus of the University of Tennessee System University of Tennessee, Knoxville 2009-2010 Undergraduate Catalog 2016-2017 Undergraduate Catalog 2015-2016 Graduate Catalog 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2014-20",True,False,False,False
University of Tennessee Knoxville,AFST,371,African History,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Sep 18, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,380,The African-American Experience from the Civil War to the Present,"Please enable Javascript for full functionality. Skip to Content The University of Tennessee, Knoxville Academic Catalog Academic Catalog Enrollment and Degree Verification MyUTK uTrack Dean’s List GPA Calculators CALENDARS CONFIRMED DEGREES The Graduate School Email: gradschool@utk.edu 111 Student Services Building, Knoxville, TN 37996-0211 Phone: (865) 974-2475 - Fax: (865) 946-1090 Office of the University Registrar Enrollment Management 209 Student Services Building, Knoxville, TN 37996-0200 Call One Stop: 865-974-1111 Email One Stop: onestop@utk.edu The University of Tennessee, Knoxville The University of Tennessee, Knoxville Knoxville, Tennessee 37996 865-974-1000 Search for: Events A-Z Apply Privacy Map Directory Give to UT Accessibility The flagship campus of the University of Tennessee System and partner in the Tennessee Transfer Pathway . University of Tennessee, Knoxville Sep 18, 2021 2009-2010 Undergraduate Catalog Select a Catalog 2021-2022 Undergraduate Catalog 2021-2022 Graduate Catalog 2020-2021 Undergraduate Catalog [ARCHIVED CATALOG] 2020-2021 Graduate Catalog [ARCHIVED CATALOG] 2019-2020 Undergraduate Catalog [ARCHIVED CATALOG] 2019-2020 Graduate Catalog [ARCHIVED CATALOG] 2018-2019 Undergraduate Catalog [ARCHIVED CATALOG] 2018-2019 Graduate Catalog [ARCHIVED CATALOG] 2017-2018 Undergraduate Catalog [ARCHIVED CATALOG] 2017-2018 Graduate Catalog [ARCHIVED CATALOG] 2016-2017 Undergraduate Catalog [ARCHIVED CATALOG] 2016-2017 Graduate Catalog [ARCHIVED CATALOG] 2015-2016 Undergraduate Catalog [ARCHIVED CATALOG] 2015-2016 Graduate Catalog [ARCHIVED CATALOG] 2014-2015 Undergraduate Catalog [ARCHIVED CATALOG] 2014-2015 Graduate Catalog [ARCHIVED CATALOG] 2013-2014 Undergraduate Catalog [ARCHIVED CATALOG] 2013-2014 Graduate Catalog [ARCHIVED CATALOG] 2012-2013 Undergraduate Catalog [ARCHIVED CATALOG] 2012-2013 Graduate Catalog [ARCHIVED CATALOG] 2011-2012 Undergraduate Catalog [ARCHIVED CATALOG] 2011-2012 Graduate Catalog [ARCHIVED CATALOG] 2010-2011 Und",False,False,False,False
University of Tennessee Knoxville,AFST,373,African Religions,(See Religious Studies 373.),False,False,False,False
