university,academic_year,academic_year_label,department_code,course_number,title,description,broad_area,level,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal,cross_listed,deduplicated
cornell,2023,2023-2024,AAP,1100,Creating Justice: The Worlds We Make,"Creating Justice: The Worlds We Make examines structural racism, colonialism, injustice, bias and their manifestations through the lens of architecture, art, and urban studies.",Professional,graduate,yes,no,no,no,no,no
cornell,2023,2023-2024,AAS,2043,Asian American Oral History,"This seminar will explore Asian American history through the methodology of oral history. Students will read Asian American historical scholarship that has relied on oral history methods, but they will also engage with theoretical and methodological work around the use of oral sources. Students will develop, research, and present oral history projects.  Themes include power and knowledge production, the role of oral history in documenting the Asian American past, and local and family histories as avenues through which to explore oral history methods.",Humanities,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AAS,2130,Introduction to Asian American History,"An introductory history of Chinese, Japanese, Asian Indians, Filipinos, and Koreans in the United States from the mid-nineteenth century to the 1990s. Major themes include racism and resistance, labor migration, community formation, imperialism, and struggles for equality.",Humanities,graduate,yes,no,no,no,no,no
cornell,2023,2023-2024,AAS,2269,Korean Popular Culture,"This course introduces Korean popular culture in global context. Beginning with cultural forms of the late Chosŏn period, the course will also examine popular culture during the Japanese colonial period, the post-war period, the democratization period, and contemporary Korea. Through analysis of numerous forms of media, including films, television, music, literature, and music videos, the course will explore the emergence of the ""Korean Wave"" in East Asia and its subsequent global impact. In our examination of North and South Korean cultural products, we will discuss theories of transnationalism, globalization, and cultural politics. The course will consider the increasing global circulation of Korean popular culture through new media and K-Pop's transculturation of forms of American music such as rap. Readings for the course will be in English or in English translation and no prior knowledge of Korean culture is required.",Humanities,graduate,yes,no,no,no,no,no
cornell,2023,2023-2024,AAS,2620,Introduction to Asian American Literature,"This course will introduce both a variety of writings by Asian North American authors and some critical issues concerning the production and reception of Asian American texts. Working primarily with novels, we will be asking questions about the relation between literary forms and the socio-historical context within which they take on their meanings, and about the historical formation of Asian American identities. This course satisfies the Literatures of the Americas requirement for English majors.",Humanities,graduate,yes,no,no,no,no,no
cornell,2023,2023-2024,AAS,4050,Critical Filipino and Filipino American Studies,"This course focuses on three major and interrelated themes within Filipino/Filipino American history: war/empire, labor/migration, and culture/imaginaries. How do we account for the overwhelming number of Filipinos in nursing, domestic work, and the U.S. military? How do filmmakers, visual/theatre artists, and writers continue to remember the oft-forgotten history of U.S.-Philippine relations? In what ways have diasporic and immigrant Filipinos as well as Filipino Americans created their own culture as well as engaged with their counterparts in the Philippines? By reading historical and sociological texts alongside popular cultural texts and artistic examples, this course considers the politics of history, memory, and cultural citizenship in Filipino America.",Humanities,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AAS,4950,Independent Study,Independent reading course in topics not covered in regularly scheduled courses. Students select a topic in consultation with the faculty member who has agreed to supervise the course work.,Other,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AAS,7200,Directed Graduate Individual Study,"Individualized readings and research for graduate students. Topics, readings, writing requirements, and the number of course credits to be determined through consultation between the student and the faculty supervisor.",Other,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AAS,7300,Directed Graduate Group Study,"Independent study course in which a small group of students works with one member of the graduate faculty. Topics, readings, writing requirements, and the number of course credits to be determined through consultation between the students and the faculty supervisor.",Other,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,1101,Design Your Dyson,"This course helps first-year students develop a deeper comprehension of the undergraduate experience within the Dyson School of Applied Economics and Management. The Design Your Dyson course fosters a sense of community around shared interests, enhances problem-solving skills through design thinking, and helps students create collaborative and lasting connections to peers, faculty, staff, alumni and the Dyson School. As they formulate a plan to get the most out of their four-year program, students will learn about the resources and opportunities available at Dyson; the course also surveys selected resources at the SC Johnson College of Business and the College of Agriculture and Life Sciences, as well as Cornell generally. The course introduces our signature Grand Challenges program, and helps students envision Dyson's motto of ""our business is a better world"" as both a relevant personal philosophy and a practical toolkit -- a way of thinking and acting that will enhance their learning in the program and their impact after graduation.",Social Sciences,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,1600,The Business of Modern Medicine,"Medicine as practiced today is no longer just a profession. It has become a multi trillion dollar business. The purpose of this lecture series is to present the changes that have occurred in medical practice through the eyes of someone who has lived and practiced medicine during these tumultuous times. Students will gain a better understanding of how third-party payers, the government and other regulatory agencies, new technology, and entrepreneurship have impacted the medical profession and healthcare in general. Upon completion of the course, students will have the capacity to asses their future career paths not only from a scientific, but a business perspective.",Medical Sciences,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2010,Spreadsheet Modeling for Management and Economics,"This course emphasizes applied decision making in the business world using Excel as a business analytics tool. The course covers theory behind decision-making and teaches students to apply tools and methods to various business scenarios throughout the semester. Understanding the value of such skills, this course will introduce students to navigating tools and applications, and typical business scenarios where such capabilities can be leveraged in business. Students dedicated to success in this course can expect to achieve a beginner to intermediate knowledge of spreadsheet modeling skills in an Excel platform. Students will enjoy a thorough exposure to real world applications and learn to demonstrate these new capabilities in a business environment. AEM 2010 will help students understand the dynamics of using Excel modeling to solve optimization problems, forecast future outcomes using assumptions and projections, and evaluate problems that involve uncertainty in order to inform business strategy and quantitative decision-making. In business analytic vernacular, students will learn to leverage descriptive, predictive and prescriptive analytic methods using data.",Social Sciences,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2011,Spreadsheet Modeling for Non-Dyson Majors,"This Excel based course will emphasize applied decision making in the business world. This introductory course covers the theory behind decision making and applying analytic tools like Excel to various business scenarios.  Understanding the value of such skills, this course will introduce students to methods used to navigate tools and applications, or typical business scenarios where such capabilities can be leveraged in business. Students dedicated to success in this course can expect to achieve a basic to intermediate understanding of many features available in Excel.  Students will enjoy a thorough exposure to real world applications related to leveraging the tool and learn to demonstrate new analytic capabilities in a business environment. AEM2011 will help students understand the dynamics of using Excel to solve optimization problems, forecast future outcomes using assumptions and projections, and evaluate problems that involve uncertainty in order to inform business strategy and quantitative decision-making.",Professional,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2050,Introduction to Agricultural Finance,"Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in farm investments, the Farm Credit System, crop insurance, and risk management.",Professional,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2100,Introductory Statistics,"Introduces statistical methods. Topics include the descriptive analysis of data, probability concepts and distributions, estimation and hypothesis testing, regression, and correlation analysis. Includes an introduction to Minitab, a statistical software package.",STEM,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2200,Business Management and Organization,"Foundational course, meant to familiarize students with the use of core concepts in marketing, accounting, organizational design and management, entrepreneurship and strategy, teamwork, leadership, and ethics; as well as with the Dyson/AEM major and the business careers that may follow it. Significant writing and analytical components (both individual and team based case study analysis, evaluation of a U.S. publicly traded corporation).",Professional,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2210,Financial Accounting,"Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a final; weekly homework assignments.",Professional,graduate,yes,no,no,no,no,no
cornell,2023,2023-2024,AEM,2220,Dilemmas in Entrepreneurship,"This course aims to introduce students to foundational theories and contemporary issues pertaining to entrepreneurship. A primary objective of this course is to broaden students' perspectives on entrepreneurship and the myriad ways that entrepreneurial activity contributes to innovation, economic growth, and society. Students will be introduced to foundational thinking, leading-edge research and key frameworks that address central questions of entrepreneurship. In addition, this course will help students develop a deeper understanding of their own interest in entrepreneurship and how it will help them to advance their careers.",Other,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2225,Financial Accounting For Dyson Majors,"Comprehensive introduction to financial accounting concepts and applications. Focuses primarily on recording and communicating financial information for use by external users such as investors, creditors and regulators, and is intended to provide a basic understanding of the accounting cycle, elements of financial statements, Generally Accepted Accounting Principles, and financial statement interpretation. Topics include accounting for inventory, receivables, depreciation, bonds, equity, and cash flows.",Professional,graduate,yes,no,no,no,no,no
cornell,2023,2023-2024,AEM,2241,Finance,"This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance.",Social Sciences,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2350,Introduction To The Economics Of Development,This course is intended as an introduction to the economics of low income countries. It focuses on the policies and constraints to promoting growth and development.,Social Sciences,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2400,Marketing,"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed.",Professional,graduate,no,no,no,no,no,no
cornell,2023,2023-2024,AEM,2500,Environmental and Resource Economics,"This course uses microeconomics to understand the causes and how to devise solutions to environmental and natural resource problems. Subjects include valuation, benefit-cost analysis, policy design and property rights. The course relies on these concepts to explore major current policy issues such as economic incentives in environmental policy, air and water pollution, depletion of renewable and nonrenewable resources, and global warming. Students are evaluated based on problems sets, short essays, 3 quizzes and 3 prelims.",Social Sciences,graduate,no,no,yes,no,no,no
